"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2021","520.55","519.00","526.84","505.37","11.19M","0.58%"
"07/25/2021","517.57","514.38","524.47","509.01","11.68M","0.42%"
"07/18/2021","515.41","526.05","536.64","504.66","30.87M","-2.81%"
"07/11/2021","530.31","540.30","557.54","527.05","18.35M","-1.06%"
"07/04/2021","535.98","533.00","544.64","528.58","11.54M","0.37%"
"06/27/2021","533.98","528.12","538.54","524.56","12.69M","1.31%"
"06/20/2021","527.07","501.64","533.06","492.28","23.69M","5.25%"
"06/13/2021","500.77","489.68","504.49","486.28","19.43M","2.46%"
"06/06/2021","488.77","492.92","498.82","482.14","15.73M","-1.21%"
"05/30/2021","494.74","504.01","505.41","487.25","11.80M","-1.60%"
"05/23/2021","502.81","501.05","511.76","498.54","13.74M","0.99%"
"05/16/2021","497.89","485.59","505.40","478.54","15.45M","0.92%"
"05/09/2021","493.37","502.00","503.15","478.63","19.25M","-2.08%"
"05/02/2021","503.84","512.65","518.95","491.37","18.49M","-1.88%"
"04/25/2021","513.47","506.76","514.55","499.00","20.88M","1.57%"
"04/18/2021","505.55","546.90","563.56","500.55","54.82M","-7.50%"
"04/11/2021","546.54","551.05","559.75","538.53","15.75M","-1.58%"
"04/04/2021","555.31","540.01","556.90","529.23","16.19M","2.95%"
"03/28/2021","539.42","505.66","540.50","504.40","13.19M","6.17%"
"03/21/2021","508.05","509.13","543.12","496.68","21.44M","-0.81%"
"03/14/2021","512.18","516.32","533.42","501.63","18.02M","-1.13%"
"03/07/2021","518.02","514.46","530.23","492.85","19.92M","0.32%"
"02/28/2021","516.39","545.57","556.99","498.79","21.55M","-4.17%"
"02/21/2021","538.85","534.99","556.85","518.28","18.47M","-0.25%"
"02/14/2021","540.22","557.29","563.63","538.23","9.99M","-2.93%"
"02/07/2021","556.52","555.00","566.65","543.00","15.41M","1.04%"
"01/31/2021","550.79","536.79","559.48","531.73","18.03M","3.46%"
"01/24/2021","532.39","567.00","569.75","515.73","31.20M","-5.80%"
"01/17/2021","565.17","501.00","593.29","493.54","64.34M","13.49%"
"01/10/2021","497.98","507.84","514.50","485.67","24.91M","-2.43%"
"01/03/2021","510.40","539.00","540.80","499.50","19.58M","-5.61%"
"12/27/2020","540.73","516.43","545.50","507.13","14.18M","5.21%"
"12/20/2020","513.97","530.05","532.62","512.21","9.34M","-3.83%"
"12/13/2020","534.45","505.44","536.37","501.18","20.55M","6.21%"
"12/06/2020","503.22","500.01","521.49","491.29","18.93M","0.99%"
"11/29/2020","498.31","490.08","509.47","481.27","18.11M","1.41%"
