,timestamp,open,high,low,close,volume
0,2023-12-29 19:00:00,192.1650,192.2400,192.1000,192.1500,28305
1,2023-12-29 18:00:00,192.2500,192.2700,192.1300,192.1890,17403
2,2023-12-29 17:00:00,192.3900,202.4140,189.7850,192.2500,103546
3,2023-12-29 16:00:00,192.5400,192.9550,192.2600,192.3900,18359065
4,2023-12-29 15:00:00,192.4750,193.1300,192.0200,192.5200,10090692
5,2023-12-29 14:00:00,192.3750,192.5400,192.0900,192.4700,2979385
6,2023-12-29 13:00:00,191.9550,192.4200,191.8700,192.3700,3585898
7,2023-12-29 12:00:00,192.3250,192.4800,191.7250,191.9550,4253517
8,2023-12-29 11:00:00,192.7600,192.8670,191.8900,192.3200,4184810
9,2023-12-29 10:00:00,193.5050,193.5500,192.6650,192.7550,3974474
10,2023-12-29 09:00:00,193.9300,194.4000,193.4300,193.5050,3097426
11,2023-12-29 08:00:00,193.7500,194.5200,193.0500,193.9300,79690
12,2023-12-29 07:00:00,193.8000,193.8600,193.5700,193.7300,29685
13,2023-12-29 06:00:00,193.7500,193.8100,193.6400,193.7900,6599
14,2023-12-29 05:00:00,193.7000,193.7600,193.6500,193.7500,3622
15,2023-12-29 04:00:00,193.6900,193.9300,193.5800,193.7000,10305
16,2023-12-28 19:00:00,193.6350,193.8000,193.6000,193.7800,11235
17,2023-12-28 18:00:00,193.6700,193.7000,193.5800,193.6350,31684
18,2023-12-28 17:00:00,193.7000,205.4560,193.5800,193.6800,62365
19,2023-12-28 16:00:00,193.5800,193.9200,193.2500,193.7400,8697903
20,2023-12-28 15:00:00,193.9700,193.9700,193.1700,193.5800,6997078
21,2023-12-28 14:00:00,193.8750,194.0900,193.8650,193.9740,2276451
22,2023-12-28 13:00:00,193.9750,193.9800,193.5800,193.8710,3143837
23,2023-12-28 12:00:00,194.1250,194.4300,193.8900,193.9800,3220384
24,2023-12-28 11:00:00,194.2110,194.2200,193.8900,194.1300,3054197
25,2023-12-28 10:00:00,194.0950,194.4800,193.7300,194.2100,4923855
26,2023-12-28 09:00:00,193.6800,194.6600,192.5000,194.0950,5209221
27,2023-12-28 08:00:00,193.7100,193.8800,193.1500,193.6500,250994
28,2023-12-28 07:00:00,193.7300,193.7600,193.5100,193.6500,29559
29,2023-12-28 06:00:00,193.8100,193.8800,193.7000,193.7400,9996
30,2023-12-28 05:00:00,193.5800,193.8400,193.5300,193.8100,11361
31,2023-12-28 04:00:00,193.5200,194.0000,193.1700,193.5800,19260
32,2023-12-27 19:00:00,193.1650,193.2200,193.1000,193.1650,21185
33,2023-12-27 18:00:00,193.1500,193.2000,193.0600,193.1800,17338
34,2023-12-27 17:00:00,193.1200,205.4910,180.3740,193.1350,121241
35,2023-12-27 16:00:00,193.1500,193.4450,193.0700,193.1200,14240736
36,2023-12-27 15:00:00,192.9200,193.2200,192.7300,193.1900,7287759
37,2023-12-27 14:00:00,193.3800,193.3800,192.7600,192.9200,4230883
38,2023-12-27 13:00:00,192.6400,193.5000,192.6400,193.3820,4581496
39,2023-12-27 12:00:00,192.1500,192.7500,192.1110,192.6400,5431193
40,2023-12-27 11:00:00,191.6790,192.1800,191.0900,192.1440,6171992
41,2023-12-27 10:00:00,192.4550,192.5400,191.1000,191.6700,7267166
42,2023-12-27 09:00:00,192.9200,192.9900,192.0000,192.4500,4352533
43,2023-12-27 08:00:00,192.8600,193.2900,192.7350,192.9300,307577
44,2023-12-27 07:00:00,192.8400,192.9900,192.8100,192.9700,18128
45,2023-12-27 06:00:00,192.8300,192.8500,192.7700,192.8300,7301
46,2023-12-27 05:00:00,192.8000,192.8900,192.7900,192.8200,7643
47,2023-12-27 04:00:00,193.2500,193.2500,192.7000,192.8100,22698
48,2023-12-26 19:00:00,192.9500,192.9600,192.8600,192.9000,13601
49,2023-12-26 18:00:00,192.9150,193.0200,192.8800,192.9250,27862
50,2023-12-26 17:00:00,192.8950,203.8920,184.1270,192.9200,29543
51,2023-12-26 16:00:00,193.0700,193.1440,192.8500,192.8900,8201830
52,2023-12-26 15:00:00,193.0500,193.4900,192.9200,193.0400,5498682
53,2023-12-26 14:00:00,192.8900,193.1400,192.8700,193.0450,2317149
54,2023-12-26 13:00:00,193.1800,193.3600,192.8300,192.8900,2344902
55,2023-12-26 12:00:00,193.2200,193.3300,193.0300,193.1800,2570586
56,2023-12-26 11:00:00,193.2280,193.3000,192.8900,193.2250,2660270
57,2023-12-26 10:00:00,193.2550,193.4400,192.8900,193.2250,4155289
58,2023-12-26 09:00:00,193.5300,194.7150,192.9800,193.2500,4398890
59,2023-12-26 08:00:00,193.8500,194.1500,193.1160,193.5000,125951
60,2023-12-26 07:00:00,193.8600,193.8900,193.7000,193.8700,25725
61,2023-12-26 06:00:00,193.8600,193.9100,193.8200,193.8500,5169
62,2023-12-26 05:00:00,193.8300,193.9200,193.8200,193.8600,4915
63,2023-12-26 04:00:00,193.7000,194.1300,193.5500,193.8200,16990
64,2023-12-22 19:00:00,193.5700,193.5900,193.5500,193.5800,20807
