"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2020","86.94","85.68","87.40","84.95","82.95M","0.45%"
"12/13/2020","86.55","88.75","89.87","86.01","204.74M","-2.85%"
"12/06/2020","89.09","90.95","91.71","87.02","130.17M","-2.53%"
"11/29/2020","91.40","89.06","92.36","87.75","147.81M","1.94%"
"11/22/2020","89.66","87.48","90.20","85.89","113.45M","2.93%"
"11/15/2020","87.11","88.58","89.95","86.85","142.62M","-1.96%"
"11/08/2020","88.85","89.54","90.90","85.86","178.35M","0.87%"
"11/01/2020","88.09","81.41","89.68","80.80","229.90M","8.68%"
"10/25/2020","81.05","81.25","84.35","75.73","225.00M","-1.22%"
"10/18/2020","82.05","79.02","82.12","76.28","184.56M","4.32%"
"10/11/2020","78.65","77.15","79.69","76.63","179.81M","3.81%"
"10/04/2020","75.76","73.31","75.83","71.80","134.56M","3.89%"
"09/27/2020","72.92","73.71","74.95","72.47","155.04M","0.93%"
"09/20/2020","72.25","72.00","73.48","70.33","178.06M","-1.03%"
"09/13/2020","73.00","76.95","78.20","71.86","186.47M","-3.99%"
"09/06/2020","76.04","76.68","79.20","74.87","152.02M","-4.42%"
"08/30/2020","79.55","82.39","86.66","77.38","237.55M","-3.25%"
"08/23/2020","82.22","79.70","82.96","79.03","209.70M","4.05%"
"08/16/2020","79.02","75.73","79.89","75.40","164.39M","4.82%"
"08/09/2020","75.39","74.36","76.86","73.65","139.84M","0.89%"
"08/02/2020","74.72","74.33","75.84","72.93","195.76M","0.78%"
"07/26/2020","74.15","75.78","77.05","72.70","183.10M","-1.91%"
"07/19/2020","75.59","75.76","79.35","74.42","137.60M","-0.24%"
"07/12/2020","75.78","77.50","78.86","74.18","160.37M","-1.70%"
"07/05/2020","77.09","74.00","77.19","73.64","151.04M","5.26%"
"06/28/2020","73.24","67.91","74.15","67.35","149.74M","7.71%"
"06/21/2020","68.00","71.45","73.80","67.60","204.53M","-5.02%"
"06/14/2020","71.59","69.54","73.00","69.40","190.14M","1.31%"
"06/07/2020","70.66","71.12","73.71","69.30","165.53M","-1.75%"
"05/31/2020","71.92","70.92","72.33","70.24","139.42M","0.66%"
"05/24/2020","71.45","71.86","72.05","69.56","145.58M","1.31%"
"05/17/2020","70.52","68.09","70.77","67.71","149.09M","2.71%"
"05/10/2020","68.66","68.91","70.83","66.20","158.52M","-1.09%"
"05/03/2020","69.42","65.41","69.94","64.95","143.18M","5.13%"
"04/26/2020","66.03","64.80","68.00","61.61","261.74M","3.23%"
"04/19/2020","63.97","63.55","64.67","60.49","182.96M","-0.31%"
"04/12/2020","64.16","60.46","64.72","59.38","206.98M","5.93%"
"04/05/2020","60.57","56.90","61.28","56.55","184.05M","10.34%"
"03/29/2020","54.89","56.25","58.77","53.99","233.69M","-1.16%"
"03/22/2020","55.54","53.07","58.50","50.68","365.05M","3.58%"
"03/15/2020","53.62","54.80","57.90","51.86","392.00M","-12.09%"
"03/08/2020","60.99","60.26","64.06","55.67","330.30M","-6.06%"
"03/01/2020","64.92","67.58","70.51","63.05","239.38M","-3.06%"
"02/23/2020","66.97","71.31","71.91","63.55","286.37M","-9.82%"
"02/16/2020","74.26","75.75","76.61","74.02","97.99M","-2.34%"
"02/09/2020","76.04","73.72","76.48","73.72","121.19M","2.81%"
"02/02/2020","73.96","73.10","74.50","71.32","236.52M","3.14%"
"01/26/2020","71.71","71.55","73.51","71.06","163.36M","-2.21%"
"01/19/2020","73.34","73.96","75.16","73.26","135.67M","-0.92%"
"01/12/2020","74.02","71.81","74.06","71.30","161.33M","3.54%"
"01/05/2020","71.49","67.50","71.75","67.50","161.96M","5.08%"
"12/29/2019","68.03","67.50","68.63","66.45","92.15M","0.65%"
"12/22/2019","67.59","67.79","68.23","67.14","58.74M","0.17%"
"12/15/2019","67.48","67.82","68.25","67.45","193.94M","0.13%"
"12/08/2019","67.39","66.90","67.97","66.80","122.66M","0.54%"
"12/01/2019","67.03","65.05","67.20","63.95","136.94M","2.73%"
"11/24/2019","65.25","64.96","65.92","64.91","73.79M","0.74%"
"11/17/2019","64.77","66.61","66.78","64.56","128.99M","-2.96%"
"11/10/2019","66.74","65.16","66.74","64.68","118.59M","1.79%"
"11/03/2019","65.57","63.82","66.19","63.82","144.37M","2.95%"
"10/27/2019","63.69","63.77","64.97","62.54","180.68M","0.68%"
"10/20/2019","63.26","62.61","63.48","62.03","105.35M","1.58%"
"10/13/2019","62.27","60.62","63.17","60.59","115.58M","2.47%"
"10/06/2019","60.77","60.22","61.42","59.45","101.91M","0.53%"
"09/29/2019","60.45","61.05","61.56","58.12","145.28M","-1.31%"
"09/22/2019","61.25","61.30","62.42","60.50","143.54M","-0.39%"
"09/15/2019","61.50","61.48","62.22","60.83","129.86M","-0.78%"
"09/08/2019","61.98","60.20","62.09","59.63","141.33M","2.87%"
"09/01/2019","60.25","58.85","60.65","58.16","100.60M","1.42%"
"08/25/2019","59.40","57.86","59.92","57.65","106.50M","3.20%"
"08/18/2019","57.56","59.50","60.35","57.39","110.51M","-2.23%"
"08/11/2019","58.88","58.96","60.24","58.03","129.48M","-0.88%"
"08/04/2019","59.40","58.50","60.25","57.01","165.70M","-0.50%"
"07/28/2019","59.70","62.05","62.37","59.45","174.92M","-4.51%"
"07/21/2019","62.52","56.67","63.28","56.05","220.02M","10.65%"
"07/14/2019","56.51","57.34","57.93","56.48","125.02M","-1.29%"
"07/07/2019","57.24","56.26","57.65","55.36","116.72M","1.18%"
"06/30/2019","56.58","54.90","56.64","54.69","89.24M","4.69%"
"06/23/2019","54.05","55.98","56.10","53.61","149.03M","-3.65%"
"06/16/2019","56.09","54.31","56.21","54.31","137.54M","3.37%"
"06/09/2019","54.27","53.65","55.10","53.38","122.64M","1.81%"
"06/02/2019","53.30","53.28","53.55","51.25","272.76M","-3.41%"
"05/26/2019","55.18","56.70","57.58","55.01","107.27M","-2.63%"
"05/19/2019","56.67","57.22","57.93","56.46","114.80M","-2.48%"
"05/12/2019","58.12","57.10","59.41","55.83","174.53M","-0.17%"
"05/05/2019","58.21","58.31","59.54","57.13","138.51M","-1.78%"
"04/28/2019","59.27","63.70","64.46","57.75","305.50M","-6.82%"
"04/21/2019","63.61","61.80","63.65","61.42","109.89M","2.90%"
"04/14/2019","61.82","60.90","62.10","60.46","91.95M","1.52%"
"04/07/2019","60.89","60.39","60.92","59.65","82.11M","0.89%"
"03/31/2019","60.36","59.21","60.81","59.10","99.13M","2.88%"
"03/24/2019","58.67","59.85","60.32","57.97","141.61M","-2.67%"
"03/17/2019","60.28","59.17","61.59","58.87","159.19M","1.78%"
"03/10/2019","59.22","57.22","60.05","57.22","176.02M","3.69%"
"03/03/2019","57.12","57.35","58.48","56.17","127.35M","0.12%"
"02/24/2019","57.05","55.80","57.15","55.00","136.93M","2.76%"
"02/17/2019","55.52","55.50","56.17","54.63","91.99M","-0.29%"
"02/10/2019","55.68","54.85","56.74","54.64","122.44M","1.70%"
"02/03/2019","54.75","55.63","57.35","54.30","227.10M","-1.41%"
"01/27/2019","55.54","54.01","56.25","52.79","131.73M","1.81%"
"01/20/2019","54.55","54.40","54.70","52.99","101.23M","-0.66%"
"01/13/2019","54.91","52.35","55.42","52.06","142.76M","3.88%"
"01/06/2019","52.86","53.58","54.23","52.42","158.47M","-1.26%"
"12/30/2018","53.54","52.55","53.54","50.70","139.23M","3.24%"
"12/23/2018","51.85","48.69","52.78","48.51","149.74M","5.87%"
"12/16/2018","48.98","51.88","53.10","48.68","286.53M","-6.00%"
"12/09/2018","52.10","51.75","54.08","51.16","154.85M","0.53%"
"12/02/2018","51.83","56.16","56.23","51.42","184.13M","-5.29%"
"11/25/2018","54.72","51.92","54.78","51.70","205.42M","6.89%"
"11/18/2018","51.19","52.86","53.04","49.80","130.67M","-3.54%"
"11/11/2018","53.07","53.07","53.59","51.55","160.91M","-0.44%"
"11/04/2018","53.31","52.75","54.77","51.06","171.29M","0.79%"
"10/28/2018","52.89","54.12","54.85","49.79","258.88M","-1.28%"
"10/21/2018","53.57","55.15","55.61","51.70","241.58M","-2.28%"
"10/14/2018","54.82","55.45","56.45","53.85","162.61M","-1.23%"
"10/07/2018","55.50","57.51","58.40","53.41","219.37M","-4.08%"
"09/30/2018","57.87","59.99","60.50","57.26","153.91M","-3.03%"
"09/23/2018","59.67","57.86","60.10","57.35","127.05M","2.35%"
"09/16/2018","58.30","58.51","59.61","57.70","186.65M","-0.55%"
"09/09/2018","58.63","58.61","59.02","57.81","119.92M","0.66%"
"09/02/2018","58.24","60.21","60.65","57.60","143.64M","-4.38%"
"08/26/2018","60.91","61.38","62.68","60.56","138.35M","-0.20%"
"08/19/2018","61.03","60.25","61.08","59.73","98.06M","1.64%"
"08/12/2018","60.05","61.85","62.46","59.41","138.14M","-2.96%"
"08/05/2018","61.88","61.25","62.83","60.79","118.08M","1.14%"
"07/29/2018","61.19","61.40","61.75","60.24","153.66M","-1.19%"
"07/22/2018","61.92","59.05","63.69","59.05","252.27M","4.52%"
