"Date","Price","Open","High","Low","Vol.","Change %"
"11/13/2022","112.05","110.99","118.74","109.80","205.80M","-0.86%"
"11/06/2022","113.02","94.78","114.90","93.10","382.39M","24.49%"
"10/30/2022","90.79","98.22","99.32","88.09","419.67M","-8.48%"
"10/23/2022","99.20","127.25","138.35","96.38","519.54M","-23.70%"
"10/16/2022","130.01","130.30","137.84","125.44","158.45M","2.56%"
"10/09/2022","126.76","133.55","136.11","122.53","155.00M","-5.01%"
"10/02/2022","133.45","137.14","142.39","132.44","159.82M","-1.64%"
"09/25/2022","135.68","140.12","142.24","134.12","166.13M","-3.37%"
"09/18/2022","140.41","145.24","149.60","138.89","149.86M","-4.02%"
"09/11/2022","146.29","167.39","171.39","144.29","185.46M","-13.51%"
"09/04/2022","169.15","160.10","169.54","156.81","80.83M","5.51%"
"08/28/2022","160.32","160.65","167.93","155.91","133.35M","-0.90%"
"08/21/2022","161.78","165.49","170.92","159.77","98.08M","-3.68%"
"08/14/2022","167.96","178.96","181.44","167.05","102.24M","-6.95%"
"08/07/2022","180.50","168.00","183.10","166.60","121.57M","8.01%"
"07/31/2022","167.11","157.25","172.15","155.23","149.46M","5.03%"
"07/24/2022","159.10","169.00","170.87","154.85","213.76M","-6.01%"
"07/17/2022","169.27","166.75","183.85","165.64","144.07M","2.77%"
"07/10/2022","164.70","167.07","167.49","157.28","102.21M","-3.62%"
"07/03/2022","170.88","158.14","172.72","157.02","95.08M","6.78%"
"06/26/2022","160.03","171.32","171.75","155.00","152.23M","-5.95%"
"06/19/2022","170.16","165.93","170.25","154.25","207.56M","3.92%"
"06/12/2022","163.74","170.59","172.57","159.61","147.32M","-6.74%"
"06/05/2022","175.57","193.99","202.03","175.02","122.65M","-7.97%"
"05/29/2022","190.78","194.88","200.93","185.00","114.17M","-2.23%"
"05/22/2022","195.13","195.19","196.99","176.11","149.12M","0.82%"
"05/15/2022","193.54","197.05","205.46","187.87","131.86M","-2.56%"
"05/08/2022","198.62","199.84","202.96","184.78","164.72M","-2.53%"
"05/01/2022","203.77","201.16","224.30","200.99","208.72M","1.65%"
"04/24/2022","200.47","182.73","212.48","169.00","282.18M","8.89%"
"04/17/2022","184.11","210.00","218.43","183.27","166.09M","-12.40%"
"04/10/2022","210.18","218.42","222.03","210.00","78.26M","-5.46%"
"04/03/2022","222.33","225.98","236.86","218.56","126.24M","-1.12%"
"03/27/2022","224.85","222.13","231.15","219.54","126.97M","1.37%"
"03/20/2022","221.82","214.50","225.50","207.63","157.40M","2.46%"
"03/13/2022","216.49","187.03","216.80","185.82","185.00M","15.39%"
"03/06/2022","187.61","200.79","200.89","186.11","167.51M","-6.22%"
"02/27/2022","200.06","207.68","213.15","198.79","150.20M","-4.95%"
"02/20/2022","210.48","202.34","211.32","190.22","171.92M","2.10%"
"02/13/2022","206.16","219.31","221.15","205.18","202.56M","-6.10%"
"02/06/2022","219.55","237.70","238.30","216.15","365.37M","-7.40%"
"01/30/2022","237.09","300.68","328.00","230.11","375.52M","-21.42%"
"01/23/2022","301.71","297.84","309.53","289.01","135.90M","-0.48%"
"01/16/2022","303.17","323.29","327.82","303.04","89.13M","-8.66%"
"01/09/2022","331.90","325.31","336.36","315.43","86.94M","0.03%"
"01/02/2022","331.79","338.30","343.09","322.72","93.81M","-1.36%"
"12/26/2021","336.35","338.85","352.71","336.27","68.64M","0.33%"
"12/19/2021","335.24","329.77","336.67","322.53","64.77M","0.43%"
"12/12/2021","333.79","330.95","344.46","323.98","130.74M","1.23%"
"12/05/2021","329.75","308.13","336.13","306.34","91.90M","7.47%"
"11/28/2021","306.84","336.89","340.67","299.50","124.29M","-7.89%"
"11/21/2021","333.12","349.05","353.83","331.90","72.66M","-3.53%"
"11/14/2021","345.30","344.34","353.65","335.30","100.84M","1.29%"
"11/07/2021","340.89","344.42","344.79","325.51","95.56M","-0.07%"
"10/31/2021","341.13","326.04","346.79","323.20","130.03M","5.43%"
"10/24/2021","323.57","320.30","330.21","308.11","221.90M","-0.32%"
"10/17/2021","324.61","328.95","343.98","321.11","105.59M","-0.05%"
"10/10/2021","324.76","327.63","330.52","317.37","97.03M","-1.60%"
"10/03/2021","330.05","335.53","338.84","322.70","148.96M","-3.78%"
"09/26/2021","343.01","349.80","355.15","338.15","82.82M","-2.82%"
"09/19/2021","352.96","359.30","361.03","340.69","115.88M","-3.22%"
"09/12/2021","364.72","381.68","381.75","361.59","77.91M","-3.69%"
"09/05/2021","378.69","375.88","383.79","373.15","42.52M","0.65%"
"08/29/2021","376.26","372.56","384.33","370.52","59.81M","0.97%"
"08/22/2021","372.63","359.44","373.74","359.10","48.97M","3.69%"
"08/15/2021","359.37","362.52","366.95","351.00","54.31M","-1.05%"
"08/08/2021","363.18","363.76","365.77","357.11","38.04M","-0.09%"
"08/01/2021","363.51","358.10","365.15","347.70","58.94M","2.02%"
"07/25/2021","356.30","369.58","377.55","352.94","109.70M","-3.65%"
"07/18/2021","369.79","337.57","375.33","334.50","80.76M","8.39%"
"07/11/2021","341.16","351.23","358.49","340.14","61.18M","-2.64%"
"07/04/2021","350.42","356.50","358.79","342.56","55.13M","-1.21%"
"06/27/2021","354.70","342.46","358.14","341.77","94.34M","3.90%"
"06/20/2021","341.37","331.09","344.90","327.65","68.42M","3.55%"
"06/13/2021","329.66","331.90","339.92","328.72","86.11M","-0.48%"
"06/06/2021","331.26","329.48","338.30","328.55","75.27M","0.28%"
"05/30/2021","330.35","330.15","332.45","323.48","49.32M","0.49%"
"05/23/2021","328.73","318.21","333.78","318.03","75.08M","3.95%"
"05/16/2021","316.23","313.55","319.93","303.57","79.95M","0.09%"
"05/09/2021","315.94","314.35","316.85","298.19","105.13M","-0.98%"
"05/02/2021","319.08","326.17","328.55","313.12","93.26M","-1.85%"
"04/25/2021","325.08","303.34","331.81","301.11","148.25M","7.95%"
"04/18/2021","301.13","305.01","307.70","296.04","80.15M","-1.65%"
"04/11/2021","306.18","311.05","314.43","301.95","69.96M","-2.01%"
"04/04/2021","312.46","300.89","315.88","300.68","105.31M","4.62%"
"03/28/2021","298.66","285.77","302.40","284.70","76.31M","5.53%"
"03/21/2021","283.02","290.45","299.70","277.75","112.08M","-2.44%"
"03/14/2021","290.11","269.08","292.80","268.50","118.30M","8.09%"
"03/07/2021","268.40","265.55","277.90","255.05","97.08M","1.56%"
"02/28/2021","264.28","260.82","266.71","253.50","111.31M","2.59%"
"02/21/2021","257.62","257.95","267.46","254.04","100.77M","-1.51%"
"02/14/2021","261.56","270.80","276.60","260.15","69.05M","-3.30%"
"02/07/2021","270.50","268.75","273.80","265.00","64.98M","0.90%"
"01/31/2021","268.10","259.52","269.20","254.91","82.97M","3.78%"
"01/24/2021","258.33","278.14","286.79","254.85","141.96M","-5.89%"
"01/17/2021","274.50","256.90","278.47","252.72","96.02M","9.21%"
"01/10/2021","251.36","260.48","263.47","244.61","131.07M","-6.06%"
"01/03/2021","267.57","274.78","275.00","260.01","83.65M","-2.05%"
"12/27/2020","273.16","268.74","280.51","265.66","64.39M","2.15%"
"12/20/2020","267.40","272.98","274.67","264.63","54.92M","-3.26%"
"12/13/2020","276.40","273.37","280.44","267.47","99.31M","1.04%"
"12/06/2020","273.55","279.19","288.49","270.25","83.40M","-2.20%"
"11/29/2020","279.70","276.03","291.78","271.01","78.64M","0.68%"
"11/22/2020","277.81","270.89","280.18","264.53","58.20M","3.01%"
"11/15/2020","269.70","275.05","279.41","269.19","71.25M","-2.62%"
"11/08/2020","276.95","289.87","292.58","264.00","92.46M","-5.61%"
"11/01/2020","293.41","264.60","297.38","257.34","118.21M","11.52%"
"10/25/2020","263.11","283.16","285.23","259.10","140.40M","-7.61%"
"10/18/2020","284.79","265.53","285.24","259.88","95.60M","7.09%"
"10/11/2020","265.93","270.20","280.18","263.67","96.72M","0.56%"
"10/04/2020","264.45","262.20","265.69","254.82","85.07M","1.74%"
"09/27/2020","259.94","259.40","268.33","254.82","95.56M","2.01%"
"09/20/2020","254.82","247.54","257.99","244.13","113.00M","0.91%"
"09/13/2020","252.53","270.95","276.64","250.05","131.19M","-5.28%"
"09/06/2020","266.61","271.28","279.30","262.64","91.51M","-5.70%"
"08/30/2020","282.73","293.95","303.60","271.14","121.64M","-3.72%"
"08/23/2020","293.66","271.07","304.67","268.77","182.30M","9.98%"
"08/16/2020","267.01","262.50","270.49","259.26","91.17M","2.21%"
"08/09/2020","261.24","268.04","273.86","255.13","112.08M","-2.68%"
"08/02/2020","268.44","252.65","278.89","247.43","171.41M","5.82%"
"07/26/2020","253.67","231.46","255.85","229.00","114.57M","9.95%"
"07/19/2020","230.71","240.06","246.91","226.90","95.81M","-4.68%"
"07/12/2020","242.03","247.01","250.15","232.03","104.22M","-1.24%"
"07/05/2020","245.07","233.76","247.65","232.27","129.04M","4.99%"
"06/28/2020","233.42","209.75","240.00","207.11","166.48M","8.02%"
"06/21/2020","216.08","238.56","245.19","215.40","158.82M","-9.51%"
"06/14/2020","238.79","225.09","240.83","224.80","96.02M","4.47%"
"06/07/2020","228.58","229.03","241.21","223.55","112.45M","-0.95%"
"05/31/2020","230.77","224.59","233.00","223.50","88.32M","2.52%"
"05/24/2020","225.09","239.77","240.90","221.13","120.62M","-4.18%"
"05/17/2020","234.91","212.15","237.20","210.94","183.88M","11.40%"
"05/10/2020","210.88","210.89","215.27","200.69","84.86M","-0.69%"
"05/03/2020","212.35","200.20","213.21","198.76","89.86M","4.98%"
"04/26/2020","202.27","192.66","209.69","182.56","173.53M","6.42%"
"04/19/2020","190.07","177.41","190.41","168.34","124.63M","6.04%"
"04/12/2020","179.24","173.67","181.23","169.45","102.36M","2.31%"
"04/05/2020","175.19","160.15","177.08","158.51","105.06M","13.63%"
"03/29/2020","154.18","159.18","170.93","150.83","112.57M","-1.66%"
"03/22/2020","156.79","149.66","164.00","142.25","146.91M","4.72%"
"03/15/2020","149.73","152.32","159.93","137.10","183.36M","-12.07%"
"03/08/2020","170.28","169.60","178.29","154.34","153.16M","-5.97%"
"03/01/2020","181.09","194.03","197.24","176.26","119.89M","-5.91%"
"02/23/2020","192.47","201.80","203.65","181.82","115.34M","-8.43%"
"02/16/2020","210.18","213.55","218.76","208.83","54.97M","-1.87%"
"02/09/2020","214.18","211.52","214.93","206.51","76.84M","0.87%"
"02/02/2020","212.33","203.44","212.82","202.50","70.49M","5.16%"
"01/26/2020","201.91","213.10","224.20","201.06","140.97M","-7.36%"
"01/19/2020","217.94","222.15","222.75","216.11","49.59M","-1.89%"
"01/12/2020","222.14","219.60","222.63","218.63","63.77M","1.87%"
"01/05/2020","218.06","206.70","219.88","206.52","70.49M","4.50%"
"12/29/2019","208.67","207.86","210.40","203.60","42.79M","0.27%"
"12/22/2019","208.10","206.70","208.93","205.00","39.06M","0.87%"
"12/15/2019","206.30","195.27","207.71","194.81","92.51M","6.28%"
"12/08/2019","194.11","200.65","203.66","193.17","72.11M","-3.45%"
"12/01/2019","201.05","202.13","202.18","195.08","55.05M","-0.29%"
"11/24/2019","201.64","199.51","203.80","198.04","47.78M","1.42%"
"11/17/2019","198.82","194.56","200.00","193.05","69.71M","1.91%"
"11/10/2019","195.10","189.93","195.70","188.54","57.85M","2.23%"
"11/03/2019","190.84","194.55","197.37","189.47","61.52M","-1.44%"
"10/27/2019","193.62","187.20","198.09","185.08","119.97M","3.05%"
"10/20/2019","187.89","187.04","190.65","181.50","60.37M","1.10%"
"10/13/2019","185.85","184.20","191.49","182.57","59.55M","0.90%"
"10/06/2019","184.19","180.00","186.49","177.72","51.07M","2.07%"
"09/29/2019","180.45","177.87","180.98","173.09","71.97M","1.89%"
"09/22/2019","177.10","189.34","190.10","175.66","82.43M","-6.76%"
"09/15/2019","189.93","186.93","193.10","185.54","58.98M","1.46%"
"09/08/2019","187.19","187.73","190.93","184.55","64.80M","-0.16%"
"09/01/2019","187.49","184.00","191.36","182.11","50.23M","0.98%"
"08/25/2019","185.67","179.40","186.80","178.24","53.50M","4.46%"
"08/18/2019","177.75","186.01","187.50","176.66","56.36M","-3.24%"
"08/11/2019","183.70","186.85","191.38","179.31","69.40M","-2.21%"
"08/04/2019","187.85","184.69","190.98","179.34","82.84M","-0.62%"
"07/28/2019","189.02","199.00","199.63","188.07","76.10M","-5.37%"
"07/21/2019","199.75","199.91","208.66","196.25","125.03M","0.70%"
"07/14/2019","198.36","204.25","205.47","198.07","64.30M","-3.18%"
"07/07/2019","204.87","195.19","205.30","193.64","74.04M","4.31%"
"06/30/2019","196.40","195.21","197.40","191.93","44.67M","1.76%"
"06/23/2019","193.00","192.42","193.98","187.31","72.61M","0.97%"
"06/16/2019","191.14","185.01","194.53","184.41","125.84M","5.41%"
"06/09/2019","181.33","174.75","181.84","172.88","76.76M","4.60%"
"06/02/2019","173.35","175.00","175.05","160.84","151.23M","-2.32%"
"05/26/2019","177.47","181.54","184.71","177.16","51.45M","-1.98%"
"05/19/2019","181.06","181.88","186.74","179.67","48.65M","-2.29%"
"05/12/2019","185.30","183.50","188.57","178.10","74.65M","-1.61%"
"05/05/2019","188.34","191.24","194.28","184.59","68.30M","-3.65%"
"04/28/2019","195.47","190.95","197.39","189.75","86.92M","2.08%"
"04/21/2019","191.49","178.25","198.48","178.25","146.86M","7.41%"
"04/14/2019","178.28","178.50","180.74","176.87","43.68M","-0.46%"
"04/07/2019","179.10","175.21","179.63","174.23","59.15M","1.92%"
"03/31/2019","175.72","167.83","178.00","167.28","89.36M","5.42%"
"03/24/2019","166.69","163.00","169.45","162.00","62.83M","1.43%"
"03/17/2019","164.34","163.57","167.42","159.28","115.96M","-0.99%"
"03/10/2019","165.98","171.60","174.30","162.51","98.18M","-2.13%"
"03/03/2019","169.60","163.90","173.57","163.83","100.11M","4.51%"
"02/24/2019","162.28","163.07","166.24","160.41","67.43M","0.24%"
"02/17/2019","161.89","160.50","164.15","159.59","57.58M","-0.38%"
"02/10/2019","162.50","167.90","168.34","160.86","71.57M","-2.89%"
"02/03/2019","167.33","165.70","172.47","163.62","85.95M","0.98%"
"01/27/2019","165.71","148.05","171.68","143.43","185.79M","11.21%"
"01/20/2019","149.01","149.20","151.53","142.52","85.68M","-0.69%"
"01/13/2019","150.04","142.00","152.43","141.27","109.43M","4.34%"
"01/06/2019","143.80","137.56","145.36","135.91","97.59M","4.24%"
"12/30/2018","137.95","134.45","138.00","128.56","104.49M","3.57%"
"12/23/2018","133.20","123.10","135.92","123.02","115.62M","6.60%"
"12/16/2018","124.95","143.08","145.93","123.42","203.65M","-13.27%"
"12/09/2018","144.06","139.60","147.19","139.01","110.35M","4.83%"
"12/02/2018","137.42","143.00","143.68","133.67","104.54M","-2.27%"
"11/25/2018","140.61","133.00","140.97","131.85","124.83M","6.74%"
"11/18/2018","131.73","137.61","137.75","126.85","123.66M","-5.59%"
"11/11/2018","139.53","144.48","145.58","137.77","123.32M","-3.75%"
"11/04/2018","144.96","150.10","153.01","144.07","95.99M","-3.58%"
"10/28/2018","150.35","148.50","156.40","139.03","192.32M","3.43%"
"10/21/2018","145.37","154.76","157.34","143.80","115.67M","-5.63%"
"10/14/2018","154.05","153.32","160.49","152.55","93.64M","0.20%"
"10/07/2018","153.74","155.54","160.59","149.16","134.13M","-2.28%"
"09/30/2018","157.33","163.03","165.88","156.20","137.03M","-4.34%"
"09/23/2018","164.46","161.03","171.77","160.88","133.63M","0.94%"
"09/16/2018","162.93","161.92","167.25","158.87","128.03M","0.38%"
"09/09/2018","162.32","163.51","167.19","160.34","111.96M","-0.44%"
"09/02/2018","163.04","173.50","173.89","160.00","126.85M","-7.22%"
"08/26/2018","175.73","175.99","179.79","174.75","94.79M","0.62%"
"08/19/2018","174.65","174.04","175.55","170.91","90.68M","0.49%"
"08/12/2018","173.80","180.10","182.61","172.04","125.79M","-3.58%"
"08/05/2018","180.26","178.97","188.30","178.38","146.55M","1.39%"
"07/29/2018","177.78","175.30","178.85","166.56","196.84M","1.65%"
"07/22/2018","174.89","210.58","218.62","173.00","339.67M","-16.70%"
"07/15/2018","209.94","207.50","211.50","204.84","69.36M","1.26%"
"07/08/2018","207.32","204.93","208.43","201.75","71.23M","2.01%"
"07/01/2018","203.23","193.37","203.64","192.22","66.88M","4.59%"
"06/24/2018","194.32","200.00","200.75","193.11","95.89M","-3.68%"
"06/17/2018","201.74","194.80","203.55","193.79","101.52M","3.01%"
"06/10/2018","195.85","188.81","197.28","188.80","81.33M","3.57%"
"06/03/2018","189.10","191.84","195.00","186.43","91.22M","-2.52%"
"05/27/2018","193.99","184.34","194.55","183.71","78.23M","4.90%"
"05/20/2018","184.92","183.77","186.91","182.18","66.21M","1.23%"
"05/13/2018","182.68","187.71","187.86","182.22","76.02M","-2.30%"
"05/06/2018","186.99","177.35","188.32","177.11","99.84M","5.88%"
"04/29/2018","176.61","173.79","178.08","170.23","118.91M","1.74%"
"04/22/2018","173.59","167.27","177.10","156.19","206.61M","4.40%"
"04/15/2018","166.28","165.72","169.00","163.39","103.19M","1.07%"
"04/08/2018","164.52","157.82","168.65","156.04","208.26M","4.66%"
"04/01/2018","157.20","157.81","161.57","150.51","212.32M","-1.62%"
"03/25/2018","159.79","160.82","162.85","149.02","324.70M","0.25%"
"03/18/2018","159.39","177.01","177.17","159.02","451.94M","-13.89%"
"03/11/2018","185.09","185.23","186.10","181.11","90.24M","-0.08%"
"03/04/2018","185.23","176.20","185.51","175.89","86.13M","4.87%"
"02/25/2018","176.62","184.58","185.66","172.99","95.46M","-3.64%"
"02/18/2018","183.29","175.77","183.39","175.11","81.88M","3.34%"
"02/11/2018","177.36","177.06","180.50","171.84","124.77M","0.71%"
"02/04/2018","176.11","186.93","190.61","167.18","176.86M","-7.45%"
"01/28/2018","190.28","188.75","195.32","181.84","165.48M","0.15%"
"01/21/2018","190.00","180.80","190.66","180.41","106.21M","4.80%"
"01/14/2018","181.29","181.50","182.37","175.80","114.31M","1.07%"
"01/07/2018","179.37","187.20","188.90","177.40","128.06M","-4.00%"
"12/31/2017","186.85","177.68","186.90","177.55","62.49M","5.89%"
"12/24/2017","176.46","176.63","178.94","174.67","40.88M","-0.42%"
"12/17/2017","177.20","181.01","181.30","176.23","64.16M","-1.65%"
"12/10/2017","180.18","179.30","180.49","176.60","86.69M","0.66%"
"12/03/2017","179.00","176.29","182.28","169.01","105.19M","2.23%"
"11/26/2017","175.10","182.56","184.25","172.34","114.15M","-4.20%"
"11/19/2017","182.78","178.87","183.15","178.10","44.36M","2.11%"
"11/12/2017","179.00","177.50","179.98","176.40","57.99M","0.30%"
"11/05/2017","178.46","178.56","180.75","177.09","60.42M","-0.26%"
"10/29/2017","178.92","179.26","182.90","176.71","138.80M","0.58%"
"10/22/2017","177.88","175.20","178.21","168.89","84.11M","1.66%"
"10/15/2017","174.98","174.49","176.74","172.63","66.89M","0.71%"
"10/08/2017","173.74","172.70","174.88","170.80","61.21M","0.88%"
"10/01/2017","172.23","171.39","172.37","168.29","61.42M","0.80%"
"09/24/2017","170.87","169.24","171.66","161.56","111.38M","0.19%"
"09/17/2017","170.54","171.99","173.05","169.22","61.65M","-0.64%"
"09/10/2017","171.64","172.40","174.00","170.26","63.95M","0.40%"
"09/03/2017","170.95","171.27","173.49","169.55","56.18M","-0.62%"
"08/27/2017","172.02","166.91","172.91","165.00","59.72M","3.43%"
"08/20/2017","166.32","167.16","169.87","165.82","59.80M","-0.65%"
"08/13/2017","167.41","170.09","171.50","166.21","69.77M","-0.40%"
"08/06/2017","168.08","169.95","173.05","166.85","72.62M","-0.91%"
"07/30/2017","169.62","172.00","172.72","166.91","78.87M","-1.64%"
"07/23/2017","172.45","164.64","175.49","163.86","161.46M","4.88%"
"07/16/2017","164.43","160.25","165.70","158.81","96.12M","2.79%"
"07/09/2017","159.97","151.69","160.32","151.51","80.09M","5.63%"
"07/02/2017","151.44","151.72","152.15","147.80","56.77M","0.30%"
"06/25/2017","150.98","156.25","156.50","148.92","95.77M","-2.64%"
"06/18/2017","155.07","151.71","155.20","151.71","79.84M","2.94%"
"06/11/2017","150.64","148.17","152.40","144.56","116.34M","0.70%"
"06/04/2017","149.60","153.64","155.59","146.61","91.42M","-2.61%"
"05/28/2017","153.61","151.97","153.63","150.30","62.64M","0.97%"
"05/21/2017","152.13","148.08","152.59","147.25","78.23M","2.75%"
"05/14/2017","148.06","150.17","151.48","144.42","97.14M","-1.51%"
"05/07/2017","150.33","150.71","152.59","148.86","66.80M","0.06%"
"04/30/2017","150.24","151.74","153.60","148.72","130.25M","-0.01%"
"04/23/2017","150.25","144.96","151.53","144.34","86.50M","4.57%"
"04/16/2017","143.68","139.76","144.25","139.75","70.24M","3.08%"
"04/09/2017","139.39","141.00","141.43","138.81","48.26M","-0.99%"
"04/02/2017","140.78","141.93","143.44","140.24","70.59M","-0.89%"
"03/26/2017","142.05","139.05","142.95","138.77","67.89M","1.22%"
"03/19/2017","140.34","139.71","142.31","137.60","88.74M","0.36%"
"03/12/2017","139.84","138.71","140.34","138.49","77.45M","0.76%"
"03/05/2017","138.79","136.88","139.49","136.51","68.31M","1.18%"
"02/26/2017","137.17","135.26","137.82","134.75","70.13M","1.28%"
"02/19/2017","135.44","133.50","136.79","132.90","73.17M","1.43%"
"02/12/2017","133.53","134.70","134.70","132.55","66.23M","-0.49%"
"02/05/2017","134.19","130.98","134.94","130.30","85.58M","2.45%"
"01/29/2017","130.98","131.58","135.49","129.52","168.06M","-0.91%"
"01/22/2017","132.18","127.31","133.14","126.95","90.09M","4.05%"
"01/15/2017","127.04","128.04","128.48","126.78","59.73M","-1.01%"
"01/08/2017","128.34","123.55","129.27","123.04","102.10M","3.99%"
"01/01/2017","123.41","116.03","123.88","115.51","88.33M","7.27%"
"12/25/2016","115.05","116.96","118.68","114.77","52.76M","-1.89%"
"12/18/2016","117.27","119.85","120.36","116.30","67.52M","-2.17%"
"12/11/2016","119.87","119.22","122.50","117.61","118.95M","0.16%"
"12/04/2016","119.68","115.95","119.94","115.07","101.15M","3.71%"
"11/27/2016","115.40","120.12","122.10","114.00","135.53M","-4.14%"
"11/20/2016","120.38","118.20","122.98","117.80","85.84M","2.87%"
"11/13/2016","117.02","119.13","119.13","113.55","159.93M","-1.68%"
"11/06/2016","119.02","122.83","124.61","115.27","175.07M","-1.43%"
"10/30/2016","120.75","132.01","132.12","119.25","182.25M","-8.03%"
"10/23/2016","131.29","132.72","133.50","129.27","85.18M","-0.59%"
"10/16/2016","132.07","128.20","132.13","127.32","73.86M","3.28%"
"10/09/2016","127.88","129.68","130.70","126.75","74.23M","-0.86%"
"10/02/2016","128.99","128.38","129.28","127.55","64.34M","0.56%"
"09/25/2016","128.27","127.37","129.47","126.80","75.68M","0.24%"
"09/18/2016","127.96","129.91","130.73","127.30","83.98M","-0.86%"
"09/11/2016","129.07","125.96","129.18","125.75","94.22M","1.55%"
"09/04/2016","127.10","126.67","131.98","126.47","97.05M","0.47%"
"08/28/2016","126.51","124.35","126.86","124.35","73.59M","1.24%"
"08/21/2016","124.96","123.33","125.19","123.09","68.18M","1.13%"
"08/14/2016","123.56","124.91","124.92","122.78","71.40M","-1.06%"
"08/07/2016","124.88","125.25","126.09","124.18","69.41M","-0.22%"
"07/31/2016","125.15","123.85","125.83","122.07","108.75M","0.98%"
"07/24/2016","123.94","121.39","128.33","117.78","202.77M","2.43%"
"07/17/2016","121.00","117.32","122.20","116.89","98.68M","3.54%"
"07/10/2016","116.86","117.71","118.72","116.58","80.36M","-0.32%"
"07/03/2016","117.24","113.94","117.50","112.97","73.32M","2.67%"
