,timestamp,open,high,low,close,volume
0,2023-12-29 19:00:00,151.7700,151.8000,151.7000,151.7500,22637
1,2023-12-29 18:00:00,151.7250,151.8500,151.7000,151.7700,21713
2,2023-12-29 17:00:00,151.7400,151.9400,148.7830,151.7490,1641817
3,2023-12-29 16:00:00,151.9500,152.3300,151.5700,151.7400,12182703
4,2023-12-29 15:00:00,152.3850,152.4000,151.7800,151.9500,7815086
5,2023-12-29 14:00:00,152.4650,152.5100,152.2900,152.3900,2284845
6,2023-12-29 13:00:00,152.1380,152.6000,152.0900,152.4500,2722320
7,2023-12-29 12:00:00,151.8950,152.1700,151.4400,152.1400,3050638
8,2023-12-29 11:00:00,152.8600,153.0000,151.0300,151.9100,5657340
9,2023-12-29 10:00:00,153.4950,153.8900,152.5610,152.8600,5860639
10,2023-12-29 09:00:00,153.2750,153.5910,152.6500,153.5000,3575802
11,2023-12-29 08:00:00,153.4200,153.6700,153.0500,153.2750,83471
12,2023-12-29 07:00:00,153.4600,153.5400,153.2100,153.2900,34763
13,2023-12-29 06:00:00,153.4700,153.4800,153.3700,153.4600,4449
14,2023-12-29 05:00:00,153.3700,153.4900,153.3400,153.4400,2672
15,2023-12-29 04:00:00,153.5100,153.6100,153.2900,153.3600,21271
16,2023-12-28 19:00:00,153.3650,153.5000,153.3500,153.4600,14964
17,2023-12-28 18:00:00,153.3450,153.3800,153.3100,153.3500,12247
18,2023-12-28 17:00:00,153.3600,153.4400,153.2380,153.3450,29673
19,2023-12-28 16:00:00,153.3800,155.2900,153.2000,153.3600,5644233
20,2023-12-28 15:00:00,153.8500,153.8800,153.2200,153.3500,5285538
21,2023-12-28 14:00:00,153.9320,154.0200,153.7750,153.8450,2264958
22,2023-12-28 13:00:00,153.7990,154.0050,153.5300,153.9400,2590541
23,2023-12-28 12:00:00,153.4050,153.8100,153.2700,153.7900,2412332
24,2023-12-28 11:00:00,153.7270,153.7300,153.1750,153.4000,2913196
25,2023-12-28 10:00:00,153.2900,153.9160,153.0500,153.7100,4156769
26,2023-12-28 09:00:00,153.7400,154.6200,146.7500,153.3100,3956282
27,2023-12-28 08:00:00,153.7400,153.9400,153.3400,153.7400,140022
28,2023-12-28 07:00:00,153.7400,153.8500,153.6700,153.8000,38570
29,2023-12-28 06:00:00,153.8600,153.8800,153.7300,153.7500,4250
30,2023-12-28 05:00:00,153.7400,153.8600,153.7400,153.8500,5943
31,2023-12-28 04:00:00,153.6300,153.9800,153.1100,153.7500,10493
32,2023-12-27 19:00:00,153.3850,153.4200,153.3000,153.4000,38593
