,timestamp,open,high,low,close,volume
0,2023-06-30 19:00:00,439.8900,440.0000,439.6000,439.8550,3825
1,2023-06-30 18:00:00,439.8000,440.4900,439.6000,439.7500,2423
2,2023-06-30 17:00:00,439.7000,440.2000,439.4000,439.8000,4930
3,2023-06-30 16:00:00,440.3200,441.0000,439.2700,439.7100,1749710
4,2023-06-30 15:00:00,440.3900,441.7200,440.0000,440.3700,989414
5,2023-06-30 14:00:00,441.4290,442.4500,440.0800,440.3650,448617
6,2023-06-30 13:00:00,442.0080,442.3400,441.1000,441.4800,453321
7,2023-06-30 12:00:00,439.9150,442.2700,438.4000,442.1000,484692
8,2023-06-30 11:00:00,441.1700,442.3900,438.6500,439.9150,919032
9,2023-06-30 10:00:00,438.5600,444.1200,438.0800,441.1000,1964137
10,2023-06-30 09:00:00,433.3700,438.5500,430.8400,438.3900,976482
11,2023-06-30 08:00:00,431.1800,436.0000,427.0010,433.4700,27084
12,2023-06-30 07:00:00,430.8800,432.0000,429.3600,431.0000,5152
13,2023-06-30 06:00:00,431.0000,431.8300,430.6500,430.8800,459
14,2023-06-30 05:00:00,431.7500,433.4700,431.3900,431.3900,666
15,2023-06-30 04:00:00,427.7500,433.5000,427.7500,432.3100,2553
16,2023-06-29 19:00:00,428.4600,429.5000,428.4000,429.5000,5275
17,2023-06-29 18:00:00,428.4700,428.5500,428.4000,428.4600,1248
18,2023-06-29 17:00:00,428.4350,428.5500,428.3400,428.4800,1452
19,2023-06-29 16:00:00,428.3500,429.7080,427.5000,428.3300,631920
20,2023-06-29 15:00:00,427.3000,428.3750,426.4800,428.3000,652842
21,2023-06-29 14:00:00,429.0900,429.0900,426.1500,427.3800,504941
22,2023-06-29 13:00:00,429.0700,430.8200,428.7000,429.0100,319313
23,2023-06-29 12:00:00,432.2990,432.6800,428.7700,429.1050,407486
24,2023-06-29 11:00:00,431.5400,433.6800,430.3800,432.2300,600370
25,2023-06-29 10:00:00,432.5000,433.2200,428.2400,431.7600,897478
26,2023-06-29 09:00:00,434.0200,437.8500,429.1200,432.2200,1096201
27,2023-06-29 08:00:00,436.8300,438.1980,428.7660,434.6000,41599
28,2023-06-29 07:00:00,436.9400,437.2500,435.2900,435.2900,9340
29,2023-06-29 06:00:00,436.1200,437.9500,436.0000,437.2000,4994
30,2023-06-29 05:00:00,436.2600,437.2500,436.0100,436.3400,3305
31,2023-06-29 04:00:00,434.0500,437.3100,432.5800,436.0200,8146
32,2023-06-28 19:00:00,431.8800,432.5000,431.7500,432.3500,3388
33,2023-06-28 18:00:00,431.0000,432.0600,431.0000,431.8800,2866
34,2023-06-28 17:00:00,430.9650,431.4000,430.5300,431.0000,3170
35,2023-06-28 16:00:00,430.1100,431.9800,428.4500,430.7300,1278935
36,2023-06-28 15:00:00,433.1600,433.1600,428.1600,430.1000,1994592
37,2023-06-28 14:00:00,432.1300,434.1850,431.5600,433.1000,463600
38,2023-06-28 13:00:00,431.8790,434.0000,431.3600,432.1000,473985
39,2023-06-28 12:00:00,435.9500,437.2910,430.7000,431.7600,868361
40,2023-06-28 11:00:00,432.9200,436.0400,431.1000,435.8900,1235510
41,2023-06-28 10:00:00,429.4100,433.8600,426.5000,433.0000,1454387
42,2023-06-28 09:00:00,423.6900,431.8400,417.9550,429.4200,1557167
43,2023-06-28 08:00:00,420.5100,424.5500,415.3500,423.6800,38391
44,2023-06-28 07:00:00,420.5900,422.4700,420.2200,422.0000,13284
45,2023-06-28 06:00:00,419.6000,421.2100,419.3700,420.5200,1928
46,2023-06-28 05:00:00,418.0400,419.5800,417.8500,419.5800,764
47,2023-06-28 04:00:00,421.4000,421.4000,417.0800,418.0200,2939
48,2023-06-27 19:00:00,416.7600,417.0000,416.5000,416.8500,4073
49,2023-06-27 18:00:00,416.6000,417.0900,416.2500,416.8200,2570
50,2023-06-27 17:00:00,415.9400,417.5000,415.9400,416.6000,2180
51,2023-06-27 16:00:00,417.0800,417.9500,416.7000,417.5000,1199608
52,2023-06-27 15:00:00,419.1200,419.8600,416.7000,417.0800,788419
53,2023-06-27 14:00:00,420.3500,420.8790,418.9400,419.1200,396623
54,2023-06-27 13:00:00,418.1950,420.7700,417.7500,420.2300,377981
55,2023-06-27 12:00:00,416.7400,418.7800,416.3000,418.2850,461149
56,2023-06-27 11:00:00,413.9700,416.9230,411.5000,416.7350,734032
57,2023-06-27 10:00:00,417.5500,420.3800,413.8100,413.9100,808103
58,2023-06-27 09:00:00,415.9000,419.4840,414.9700,417.5400,545298
59,2023-06-27 08:00:00,417.1200,419.9980,414.5200,415.9000,8139
60,2023-06-27 07:00:00,417.0300,417.6000,416.8000,417.0000,7145
61,2023-06-27 06:00:00,417.7700,418.9700,416.7500,416.7500,2437
62,2023-06-27 05:00:00,416.6900,418.2400,416.6800,417.6300,1493
63,2023-06-27 04:00:00,415.6000,417.7000,415.6000,416.7400,792
64,2023-06-26 19:00:00,415.4500,415.6300,415.0100,415.5100,3849
