,timestamp,open,high,low,close,volume
0,2023-09-29 19:00:00,300.5700,300.6800,300.1900,300.3000,10707
1,2023-09-29 18:00:00,300.4000,300.7000,300.2100,300.5400,6818
2,2023-09-29 17:00:00,300.7400,300.8700,300.2100,300.3750,31977
3,2023-09-29 16:00:00,300.1600,304.6900,300.0800,300.7400,5092104
4,2023-09-29 15:00:00,302.3700,302.5500,299.3600,300.1600,4630856
5,2023-09-29 14:00:00,300.0600,302.3700,299.8000,302.3700,2565406
6,2023-09-29 13:00:00,303.1400,303.1400,300.0400,300.0600,2606419
7,2023-09-29 12:00:00,305.6100,306.1800,302.8500,303.1600,2385471
8,2023-09-29 11:00:00,306.6900,307.4800,304.4000,305.6200,2582085
9,2023-09-29 10:00:00,309.2800,309.7200,306.1700,306.6900,3777335
10,2023-09-29 09:00:00,308.3500,310.6400,305.9350,309.1700,3526376
11,2023-09-29 08:00:00,305.3000,308.8900,303.9600,308.4250,156847
12,2023-09-29 07:00:00,305.1700,306.8000,305.0600,306.7000,70021
13,2023-09-29 06:00:00,305.4400,305.8300,304.9000,305.0500,7680
14,2023-09-29 05:00:00,305.3200,305.7400,305.2000,305.2900,2377
15,2023-09-29 04:00:00,304.4500,305.9900,304.4500,305.3800,9748
16,2023-09-28 19:00:00,303.9000,320.1970,303.7600,303.8500,12059
17,2023-09-28 18:00:00,303.7700,304.3000,303.7700,304.0250,15847
18,2023-09-28 17:00:00,297.7400,304.2800,297.7400,303.8600,266827
19,2023-09-28 16:00:00,303.9800,304.3600,299.3900,304.2100,2124484
20,2023-09-28 15:00:00,302.6600,304.6700,302.6200,303.9800,3663297
21,2023-09-28 14:00:00,302.7700,303.9800,301.4400,302.6900,1998403
22,2023-09-28 13:00:00,304.4550,305.1800,302.7000,302.7400,2058680
23,2023-09-28 12:00:00,305.2400,306.3300,304.4200,304.4550,2145741
24,2023-09-28 11:00:00,303.8250,305.9000,302.2500,305.2100,2761674
25,2023-09-28 10:00:00,300.0530,304.7000,300.0000,303.8400,4625107
26,2023-09-28 09:00:00,298.2700,300.7600,287.4450,300.0200,3205093
27,2023-09-28 08:00:00,297.7700,300.0300,297.3300,298.2000,122989
28,2023-09-28 07:00:00,298.1000,298.6400,297.4400,298.0000,27536
29,2023-09-28 06:00:00,297.7700,298.4000,297.6000,298.0300,7443
30,2023-09-28 05:00:00,297.9000,298.1900,296.8500,297.9000,6573
31,2023-09-28 04:00:00,299.5100,299.5100,297.3500,297.7100,8268
32,2023-09-27 19:00:00,298.5000,299.5000,298.3600,298.9200,24870
33,2023-09-27 18:00:00,298.3000,298.7600,298.2500,298.4900,19396
34,2023-09-27 17:00:00,298.5000,298.6500,298.2500,298.5230,18199
35,2023-09-27 16:00:00,297.7900,298.8000,297.1500,298.4900,3059269
36,2023-09-27 15:00:00,296.6100,300.6700,296.5600,297.7400,8215120
37,2023-09-27 14:00:00,292.0700,296.6500,286.7900,296.6300,9002077
38,2023-09-27 13:00:00,299.2400,300.1090,289.7700,292.0700,7949181
39,2023-09-27 12:00:00,299.9500,300.5100,298.9300,299.2400,1866344
40,2023-09-27 11:00:00,299.7300,300.8440,299.0500,299.9400,1783833
41,2023-09-27 10:00:00,300.0650,300.4800,298.1600,299.7610,2799702
42,2023-09-27 09:00:00,300.0000,301.3000,299.1000,300.0600,2416245
43,2023-09-27 08:00:00,300.0000,300.8300,298.5600,300.0000,73234
44,2023-09-27 07:00:00,300.0200,300.4900,299.6100,299.8500,23814
45,2023-09-27 06:00:00,300.1800,300.3900,299.6900,300.0500,7257
46,2023-09-27 05:00:00,300.4600,300.5000,300.0000,300.0200,1191
47,2023-09-27 04:00:00,299.7000,301.1400,299.7000,300.4800,8903
48,2023-09-26 19:00:00,298.8900,299.5000,298.8200,299.3500,16064
49,2023-09-26 18:00:00,299.1000,299.1000,298.6000,298.9200,13919
50,2023-09-26 17:00:00,299.1400,315.8580,299.0000,299.1000,5643
51,2023-09-26 16:00:00,299.0900,299.3500,298.5200,299.1400,3710073
52,2023-09-26 15:00:00,298.2600,299.8670,297.9100,299.0900,3683112
53,2023-09-26 14:00:00,298.0350,299.2000,297.7700,298.2630,1779445
54,2023-09-26 13:00:00,298.5000,298.6950,297.2600,298.0400,1558104
55,2023-09-26 12:00:00,298.3600,299.7900,297.8700,298.5000,1570123
56,2023-09-26 11:00:00,299.8500,299.9550,298.0200,298.3000,1863745
57,2023-09-26 10:00:00,297.0100,300.3000,296.0100,299.8050,3914908
58,2023-09-26 09:00:00,298.7900,298.9500,296.4900,297.1050,2719336
59,2023-09-26 08:00:00,299.5000,300.8300,296.1000,298.9100,165609
60,2023-09-26 07:00:00,299.4000,300.2400,299.0200,299.8800,17343
61,2023-09-26 06:00:00,299.0300,299.6700,298.9200,299.6600,2607
62,2023-09-26 05:00:00,299.4700,299.6700,298.5200,298.9900,3284
63,2023-09-26 04:00:00,298.8700,299.8500,298.3300,299.5700,8519
64,2023-09-25 19:00:00,301.9000,301.9600,301.2000,301.5400,9865
65,2023-09-25 18:00:00,301.5700,302.2000,301.2200,301.8450,18124
66,2023-09-25 17:00:00,301.7400,307.9000,282.5810,301.6170,979885
67,2023-09-25 16:00:00,300.8800,301.9000,299.0800,301.6800,2628554
68,2023-09-25 15:00:00,299.2500,300.9500,298.5100,300.8600,2388565
69,2023-09-25 14:00:00,298.4550,300.3500,298.2500,299.1750,1748906
70,2023-09-25 13:00:00,297.7090,299.2800,297.5300,298.4300,1076538
71,2023-09-25 12:00:00,299.1700,299.5900,296.5600,297.6700,1844771
72,2023-09-25 11:00:00,296.8100,300.2100,296.7500,299.1800,2652401
73,2023-09-25 10:00:00,299.1300,299.1800,296.5400,296.8190,2602396
74,2023-09-25 09:00:00,297.6600,313.2550,293.7000,299.1000,3435636
75,2023-09-25 08:00:00,298.4600,301.1000,296.2600,297.6000,284901
76,2023-09-25 07:00:00,298.4000,299.0000,296.7000,296.7400,42071
77,2023-09-25 06:00:00,298.7200,299.1100,297.7700,298.2000,4106
78,2023-09-25 05:00:00,298.7300,299.2500,298.4400,298.4600,4330
79,2023-09-25 04:00:00,300.3200,301.0600,297.8100,298.7400,15219
80,2023-09-22 19:00:00,299.3000,299.5800,299.1200,299.4500,12496
81,2023-09-22 18:00:00,299.5500,299.5800,299.1200,299.3000,5663
82,2023-09-22 17:00:00,299.1900,299.6000,299.0000,299.4700,935428
83,2023-09-22 16:00:00,299.0300,302.3800,298.7900,299.1800,3534204
84,2023-09-22 15:00:00,300.0200,302.5800,299.0000,299.0300,3708132
85,2023-09-22 14:00:00,299.9500,301.2200,299.4300,300.1050,2272421
86,2023-09-22 13:00:00,302.0850,302.1500,299.8200,299.9600,2064883
87,2023-09-22 12:00:00,300.9600,302.8400,300.8110,302.0500,1572616
88,2023-09-22 11:00:00,304.9000,305.1000,300.8700,300.9500,3048932
89,2023-09-22 10:00:00,303.9200,305.3800,302.3600,304.8600,4112789
90,2023-09-22 09:00:00,298.8200,304.5000,297.0900,303.9000,5097689
91,2023-09-22 08:00:00,298.0000,299.6800,295.7300,299.0000,246616
92,2023-09-22 07:00:00,298.7400,298.9100,297.7800,298.3300,23728
93,2023-09-22 06:00:00,297.2900,299.3000,296.8400,298.7800,20709
94,2023-09-22 05:00:00,296.9500,297.4200,296.7300,297.2900,3829
95,2023-09-22 04:00:00,296.0000,297.4100,296.0000,296.9500,5382
96,2023-09-21 19:00:00,295.2500,295.6800,295.0000,295.1800,9463
97,2023-09-21 18:00:00,295.1000,295.7200,295.0100,295.3000,10878
98,2023-09-21 17:00:00,295.2950,295.7300,294.7000,295.0000,177609
99,2023-09-21 16:00:00,295.7300,295.7600,294.8500,295.3400,3489215
100,2023-09-21 15:00:00,296.7300,297.7650,295.5900,295.7200,3240643
101,2023-09-21 14:00:00,299.7700,300.0000,296.6100,296.7400,2196230
102,2023-09-21 13:00:00,297.5200,300.2570,297.5000,299.7800,2775034
103,2023-09-21 12:00:00,295.4710,298.2100,295.0350,297.5360,1849909
104,2023-09-21 11:00:00,295.6550,296.8600,294.9560,295.4750,1761873
105,2023-09-21 10:00:00,293.7550,297.4590,293.2700,295.7140,3733719
106,2023-09-21 09:00:00,293.6000,305.0350,293.4200,293.8100,3280980
107,2023-09-21 08:00:00,298.1500,299.6700,292.6300,293.4000,217820
108,2023-09-21 07:00:00,295.7300,296.0000,294.5500,294.7800,56290
109,2023-09-21 06:00:00,296.1000,296.1000,295.2500,295.6200,29161
110,2023-09-21 05:00:00,296.6100,297.0000,296.0000,296.1100,9487
111,2023-09-21 04:00:00,297.8600,298.4800,296.5000,296.6000,10987
112,2023-09-20 19:00:00,298.7600,299.0000,298.6000,298.9000,19518
113,2023-09-20 18:00:00,298.9600,299.5000,298.7500,298.8750,12121
114,2023-09-20 17:00:00,298.7800,299.6700,294.3330,298.9600,575895
