DATE,FPCPITOTLZGUSA
2014-01-01,1.62222297740817
2015-01-01,0.118627135552451
2016-01-01,1.26158320570536
2017-01-01,2.13011000365961
2018-01-01,2.44258329692817
2019-01-01,1.81221007526021
2020-01-01,1.23358439630629
2021-01-01,4.69785886363742
2022-01-01,8.00279982052121
